
10,0.0057
10,0.0073
10,0.0091
10,0.0163
10,0.0103
10,0.0066
10,0.0072
10,0.0071
10,0.0064
10,0.0071
10,0.0061
10,0.0073
10,0.006
10,0.0067
10,0.0071
10,0.0063
10,0.0065
10,0.0061
10,0.007
10,0.0082
10,0.0078
10,0.0062
10,0.0064
10,0.0067
10,0.0066
10,0.0067
10,0.0065
10,0.0066
10,0.006
10,0.007
10,0.0072
10,0.0077
10,0.032
10,0.0066
10,0.0072
10,0.0065
10,0.0072
10,0.0063
10,0.0078
10,0.007
10,0.0071
10,0.0057
10,0.0067
10,0.0072
10,0.0072
10,0.0065
10,0.007
10,0.0067
10,0.0078
10,0.0064
10,0.0077
10,0.0075
10,0.003
10,0.0057
10,0.007
10,0.0053
10,0.0042
10,0.0059
10,0.007
10,0.0064
10,0.0052
10,0.0067
10,0.0073
10,0.0052
10,0.0057
10,0.0072
10,0.0163
10,0.0071
10,0.0063
10,0.0065
10,0.0054
10,0.0072
10,0.0044
10,0.0067
10,0.0059
10,0.0056
10,0.0068
10,0.0059
10,0.0094
10,0.0064
10,0.0069
10,0.0067
10,0.0074
10,0.0058
10,0.0069
10,0.0084
10,0.0046
10,0.0061
10,0.0043
10,0.0066
10,0.0059
10,0.0052
10,0.004
10,0.0028
10,0.0058
10,0.0074
10,0.0036
10,0.0046
10,0.0073
10,0.0054
10,0.0054
10,0.0055
10,0.005
10,0.0092
10,0.0056
10,0.0069
10,0.0066
10,0.0058
10,0.0095
10,0.0055
10,0.0067
10,0.0048
10,0.005
10,0.0052
10,0.0051
10,0.0053
10,0.0048
10,0.0041
10,0.0067
10,0.0136
10,0.0032
10,0.0039
10,0.004
10,0.0037
10,0.0053
10,0.0035
10,0.0052
10,0.0045
10,0.0038
10,0.0046
10,0.0051
10,0.0042
10,0.0044
10,0.0058
10,0.0028
10,0.0073
10,0.0066
10,0.0055
10,0.0059
10,0.0048
10,0.0048
10,0.0073
10,0.004
10,0.0061
10,0.0049
10,0.0039
10,0.0052
10,0.0041
10,0.0045
10,0.0064
10,0.005
10,0.0048
10,0.0037
10,0.0069
10,0.0033
10,0.0032
10,0.0044
10,0.0046
10,0.0045
10,0.0065
10,0.0032
10,0.0037
10,0.0053
10,0.0056
10,0.0037
10,0.0028
10,0.0029
10,0.005
10,0.0047
10,0.007
10,0.005
10,0.0037
10,0.0043
10,0.0028
10,0.0028
10,0.0074
10,0.0051
10,0.0055
10,0.0048
10,0.0062
10,0.0044
10,0.0075
10,0.0052
10,0.0059
10,0.0049
10,0.0043
10,0.0051
10,0.0053
10,0.005
10,0.0046
10,0.0043
10,0.0041
10,0.0033
10,0.0059
10,0.0036
10,0.0033
10,0.0054
10,0.0035
10,0.0054
10,0.0063
10,0.0048
10,0.0057
10,0.0072
10,0.004
10,0.0031
10,0.0045
10,0.0053
10,0.0053
10,0.0077
10,0.0054
10,0.006
10,0.0043
10,0.0082
10,0.0066
10,0.0042
10,0.0031
10,0.0032
10,0.0032
10,0.0066
10,0.0054
10,0.0048
10,0.0052
10,0.0036
10,0.004
10,0.0029
10,0.0029
10,0.0051
10,0.003
10,0.0033
10,0.0029
10,0.0028
10,0.0057
10,0.0042
10,0.0072
10,0.0081
10,0.0042
10,0.0054
10,0.0038
10,0.0057
10,0.0068
10,0.004
10,0.0052
10,0.0072
10,0.004
10,0.0035
10,0.0036
10,0.0027
10,0.0033
10,0.0039
10,0.0033
10,0.0044
10,0.0033
10,0.0033
10,0.0032
10,0.0027
10,0.0038
10,0.0038
10,0.0052
10,0.0048
10,0.0029
10,0.0029
10,0.0036
10,0.0036
10,0.0038
10,0.0034
10,0.0053
10,0.0052
10,0.0049
10,0.0056
10,0.0054
10,0.0044
10,0.0046
10,0.0031
10,0.0034
10,0.0047
10,0.0031
10,0.0029
10,0.0029
10,0.0191
10,0.0035
